entity_id,state,last_changed
sensor.esp32_bme680_gas_resistance,25145.1,2025-01-28T02:20:39.238Z
sensor.esp32_bme680_gas_resistance,26165.4,2025-01-28T02:20:58.995Z
sensor.esp32_bme680_gas_resistance,27271.9,2025-01-28T02:21:18.943Z
sensor.esp32_bme680_gas_resistance,28437.5,2025-01-28T02:21:38.910Z
sensor.esp32_bme680_gas_resistance,28868.4,2025-01-28T02:21:58.984Z
sensor.esp32_bme680_gas_resistance,30026.4,2025-01-28T02:22:18.967Z
sensor.esp32_bme680_gas_resistance,30957.8,2025-01-28T02:22:38.916Z
sensor.esp32_bme680_gas_resistance,31398.4,2025-01-28T02:22:58.910Z
sensor.esp32_bme680_gas_resistance,32468.6,2025-01-28T02:23:18.954Z
sensor.esp32_bme680_gas_resistance,33031.5,2025-01-28T02:23:38.924Z
sensor.esp32_bme680_gas_resistance,33858.6,2025-01-28T02:23:58.996Z
sensor.esp32_bme680_gas_resistance,34106.5,2025-01-28T02:24:18.963Z
sensor.esp32_bme680_gas_resistance,35076.9,2025-01-28T02:24:38.938Z
sensor.esp32_bme680_gas_resistance,35372.9,2025-01-28T02:24:59.006Z
sensor.esp32_bme680_gas_resistance,36513.0,2025-01-28T02:25:18.975Z
sensor.esp32_bme680_gas_resistance,37160.4,2025-01-28T02:25:38.948Z
sensor.esp32_bme680_gas_resistance,37560.0,2025-01-28T02:25:59.039Z
sensor.esp32_bme680_gas_resistance,38245.4,2025-01-28T02:26:19.002Z
sensor.esp32_bme680_gas_resistance,38350.3,2025-01-28T02:26:38.969Z
sensor.esp32_bme680_gas_resistance,38668.7,2025-01-28T02:26:58.924Z
sensor.esp32_bme680_gas_resistance,39619.0,2025-01-28T02:27:18.993Z
sensor.esp32_bme680_gas_resistance,39958.9,2025-01-28T02:27:39.067Z
sensor.esp32_bme680_gas_resistance,40934.5,2025-01-28T02:27:58.948Z
sensor.esp32_bme680_gas_resistance,40814.9,2025-01-28T02:28:19.024Z
sensor.esp32_bme680_gas_resistance,41625.5,2025-01-28T02:28:38.970Z
sensor.esp32_bme680_gas_resistance,42043.0,2025-01-28T02:28:58.947Z
sensor.esp32_bme680_gas_resistance,42512.1,2025-01-28T02:29:19.012Z
sensor.esp32_bme680_gas_resistance,42991.7,2025-01-28T02:29:38.978Z
sensor.esp32_bme680_gas_resistance,42469.0,2025-01-28T02:29:58.945Z
sensor.esp32_bme680_gas_resistance,43124.4,2025-01-28T02:30:19.017Z
sensor.esp32_bme680_gas_resistance,44403.5,2025-01-28T02:30:39.004Z
sensor.esp32_bme680_gas_resistance,44262.8,2025-01-28T02:30:58.956Z
sensor.esp32_bme680_gas_resistance,44783.0,2025-01-28T02:31:19.038Z
sensor.esp32_bme680_gas_resistance,44735.2,2025-01-28T02:31:39.012Z
sensor.esp32_bme680_gas_resistance,45561.9,2025-01-28T02:31:58.957Z
sensor.esp32_bme680_gas_resistance,45413.8,2025-01-28T02:32:19.046Z
sensor.esp32_bme680_gas_resistance,46062.5,2025-01-28T02:32:39.000Z
sensor.esp32_bme680_gas_resistance,46265.9,2025-01-28T02:32:59.591Z
sensor.esp32_bme680_gas_resistance,46678.1,2025-01-28T02:33:19.055Z
sensor.esp32_bme680_gas_resistance,42000.9,2025-01-28T02:33:39.026Z
sensor.esp32_bme680_gas_resistance,39321.7,2025-01-28T02:33:58.986Z
sensor.esp32_bme680_gas_resistance,41054.8,2025-01-28T02:34:18.951Z
sensor.esp32_bme680_gas_resistance,42772.4,2025-01-28T02:34:39.025Z
sensor.esp32_bme680_gas_resistance,44262.8,2025-01-28T02:34:58.974Z
sensor.esp32_bme680_gas_resistance,45023.5,2025-01-28T02:35:18.959Z
sensor.esp32_bme680_gas_resistance,45760.8,2025-01-28T02:35:39.032Z
sensor.esp32_bme680_gas_resistance,46522.7,2025-01-28T02:35:58.998Z
sensor.esp32_bme680_gas_resistance,46678.1,2025-01-28T02:36:18.951Z
sensor.esp32_bme680_gas_resistance,47069.6,2025-01-28T02:36:39.035Z
sensor.esp32_bme680_gas_resistance,47822.2,2025-01-28T02:36:58.986Z
sensor.esp32_bme680_gas_resistance,48683.9,2025-01-28T02:37:18.955Z
sensor.esp32_bme680_gas_resistance,48712.3,2025-01-28T02:37:39.024Z
sensor.esp32_bme680_gas_resistance,49227.6,2025-01-28T02:37:58.954Z
sensor.esp32_bme680_gas_resistance,49783.6,2025-01-28T02:38:18.977Z
sensor.esp32_bme680_gas_resistance,50081.3,2025-01-28T02:38:39.034Z
sensor.esp32_bme680_gas_resistance,50595.7,2025-01-28T02:38:59.019Z
sensor.esp32_bme680_gas_resistance,50996.2,2025-01-28T02:39:18.977Z
sensor.esp32_bme680_gas_resistance,51058.4,2025-01-28T02:39:39.052Z
sensor.esp32_bme680_gas_resistance,51656.7,2025-01-28T02:39:59.020Z
sensor.esp32_bme680_gas_resistance,52009.6,2025-01-28T02:40:18.970Z
sensor.esp32_bme680_gas_resistance,52334.6,2025-01-28T02:40:39.042Z
sensor.esp32_bme680_gas_resistance,52564.5,2025-01-28T02:40:59.011Z
sensor.esp32_bme680_gas_resistance,52896.5,2025-01-28T02:41:18.976Z
sensor.esp32_bme680_gas_resistance,52929.9,2025-01-28T02:41:38.953Z
sensor.esp32_bme680_gas_resistance,53470.6,2025-01-28T02:41:58.958Z
sensor.esp32_bme680_gas_resistance,53883.5,2025-01-28T02:42:18.996Z
sensor.esp32_bme680_gas_resistance,53848.8,2025-01-28T02:42:38.950Z
sensor.esp32_bme680_gas_resistance,54408.6,2025-01-28T02:42:59.037Z
sensor.esp32_bme680_gas_resistance,54514.8,2025-01-28T02:43:18.986Z
sensor.esp32_bme680_gas_resistance,55088.5,2025-01-28T02:43:38.957Z
sensor.esp32_bme680_gas_resistance,55161.1,2025-01-28T02:43:59.041Z
sensor.esp32_bme680_gas_resistance,54657.1,2025-01-28T02:44:19.009Z
sensor.esp32_bme680_gas_resistance,55306.8,2025-01-28T02:44:38.960Z
